,Unnamed: 0,smer-plezalisce,cena
219,219,Kamena doba-crni-kal,6.217962480003055
220,220,Mimgrede-creta,6.214445514098587
221,221,Gorgonzola-crni-kal,6.17959320587651
222,222,Teta Liza-osp-misja-pec,6.1204265761224725
223,223,Harry Potter-osp-misja-pec,6.072075154241231
224,224,Rumena-vipava,6.038204101820806
225,225,Delo na črno-creta,6.034271026898148
226,226,Kratke doma?e-kamnik,6.030226891555272
227,227,ivljenje so samo sanje-risnik,6.030226891555272
228,228,urkina-bohinj,6.030226891555272
229,229,Čelada-creta,6.030226891555272
230,230,Dolce far niente-crni-kal,6.023472996836957
231,231,Čepljevi cmoki-osp-misja-pec,5.998634855874816
232,232,Dva giba-dolge-njive,5.944687798798535
233,233,Mi ma-crni-kal,5.9084055307239725
234,234,Mali piček-crni-kal,5.868914778139402
235,235,Dobra misel-ter,5.836191969323805
236,236,Najlepsa-crni-kal,5.812426109976561
237,237,Feniks-crni-kal,5.811655078878771
238,238,Odrasla-lutne-skale,5.805183680612998
239,239,Samo sanje-retovje,5.802442821770462
240,240,Pipa miru-kotecnik,5.786931543800879
241,241,Babalu-kotecnik,5.7769530744335125
242,242,Fatlady-bohinjska-bela,5.769888230182472
243,243,Marjetica-kotecnik,5.726272445933425
244,244,Beli cvet-kotecnik,5.682919810118499
245,245,Hudy-kozja-jama,5.679935710700376
246,246,Ples I-kotecnik,5.675653345552697
247,247,Polnoletna-kotecnik,5.673462307462543
248,248,zajček-vipava,5.653337710833068
249,249,metulj-kamnik,5.653337710833068
250,250,Kremenčkovi-bohinj,5.633616460994584
251,251,Bortner-vipavska-bela,5.62908184133566
252,252,Pikapolonca-vranja-pec,5.628687850649089
253,253,Turbo folk-crni-kal,5.606072350686453
254,254,Princeska prva-crni-kal,5.5934151262706315
255,255,Sobotna priloga-osp-misja-pec,5.563125994239053
256,256,brljanova-kamnik,5.559230433102688
257,257,Jozetova-osp-misja-pec,5.554144101301008
258,258,Nemo-creta,5.533125275692736
259,259,Skriti zaklad-osp-misja-pec,5.532042859318728
260,260,The long run-osp-misja-pec,5.47001994301417
261,261,Alko Budalko-kotecnik,5.459616790462173
262,262,Zelena dolina-creta,5.4520683864139246
263,263,Maudit-osp-misja-pec,5.450394126789536
264,264,Nosorog-kotecnik,5.445445130490235
265,265,Vitez iz poljan-osp-misja-pec,5.440462227168402
266,266,Bingel bongel-crni-kal,5.436082253538744
267,267,Ranc-vranja-pec,5.434583322396875
268,268,Solza-zminec,5.409471731220245
269,269,Lonček kuhaj-vransko,5.396332614465924
270,270,Prah-pec,5.393606612723216
271,271,Mika-crni-kal,5.384521493105092
272,272,Pepel-osp-misja-pec,5.370665159848146
273,273,Kosobrin-preddvor,5.36656773599177
274,274,Hrabroslav plaeviti-retovje,5.366123867200377
275,275,Sončica-crni-kal,5.356677875854069
276,276,Maca-krievska-vas,5.347758312513696
277,277,Gams-kotecnik,5.343878072825115
278,278,Jezek teka teka-kotecnik,5.3194093200129275
279,279,Loupa-kegl,5.294862035319143
280,280,Varianta Super Sira-kotecnik,5.264427881298168
281,281,Črnka-kotecnik,5.262555714639059
282,282,Jaslice-gornji-ig,5.2526359631302455
283,283,Varianta pepela-osp-misja-pec,5.242519850782654
284,284,Solo juice-logarska-dolina,5.222329678670936
285,285,Trojka-creta,5.222329678670936
286,286,Frenkova skunjava-kamnik,5.222329678670936
287,287,Za ostarele dame-creta,5.222329678670936
288,288,Merry-kotecnik,5.205794392056847
289,289,Gulliver-crni-kal,5.182587068303652
290,290,40+-crni-kal,5.147134078891005
291,291,Skrablova poc-crni-kal,5.135342506093061
292,292,Na lusko-logarska-dolina,5.130732227866738
293,293,Grdina-zavrnica,5.118940693875346
294,294,Bolek-crni-kal,5.10774612584666
295,295,Ledika-osp-misja-pec,5.0851981918829186
296,296,lajer-kamnik,5.072824660582944
297,297,ivalska kost-bodece,5.070928204200918
298,298,Pasulj-crni-kal,5.041117002472683
299,299,Turski med-crni-kal,5.031861264672743
300,300,Franckova skusnjava-kotecnik,5.015644732057368
301,301,Vrtec-pod-reko-planino,5.011224680427497
302,302,Rana-krievska-vas,5.007766264602639
303,303,Nova fora-ter,4.996250518959912
304,304,Zaga-osp-misja-pec,4.99453090965533
305,305,JAT-kamnitnik,4.976639074692557
306,306,Drobež-bitnje,4.949947791933057
307,307,Dexter's Laboratory-crni-kal,4.941551803670586
308,308,Princ cistosti-crni-kal,4.940583011738988
309,309,The show must go on-kupljenik,4.928282839442057
310,310,Piccola peste-osp-misja-pec,4.923824842452708
311,311,trenutek resnice-bitenj-potok,4.921631829165358
312,312,microlusc-gorje,4.899795229075153
313,313,Bori umijo-creta,4.887741813818057
314,314,Hot Dog-bohinjska-bela,4.850627206095575
315,315,Obvoz idiota-iki-vintgar,4.849811840322451
316,316,Lolek in Bolek II-kotecnik,4.848648400232671
317,317,Belanska smer-bohinjska-bela,4.837209842908613
318,318,Mamota-bitnje,4.827710407962333
319,319,Ptičja gripa-vranja-pec,4.805203524593545
320,320,Frančkova ta kratka-kotecnik,4.803038233188306
321,321,Smreka-kozja-jama,4.784520705479644
322,322,Črtomanija-iki-vintgar,4.776208010641627
323,323,Črn prusik-crni-kal,4.768784816442225
324,324,Paradigma-crni-kal,4.763382824003794
325,325,Mrzli dnevi-creta,4.741533020388362
326,326,Thriller-pri-ciginju,4.734327478762712
327,327,Blaev strah-bitnje,4.729703164966217
328,328,Aljaeva-zminec,4.716663063066513
329,329,Lolek-crni-kal,4.684804422048745
330,330,Sneguljčica-osp-misja-pec,4.680922486921318
331,331,Uranoja-crni-kal,4.653539728248294
332,332,Cebelica Maja-osp-misja-pec,4.653355479050677
333,333,Pleskavica-osp-misja-pec,4.644377335010858
334,334,Fantek-vipava,4.642070825485276
335,335,Poka-bohinj,4.638208742707505
336,336,Trnjulčica-kotecnik,4.628224698739907
337,337,Snicl-burjakove-peci,4.627765657853858
338,338,Leva smer-vipava,4.620263855346435
339,339,Zajeda-vipavska-bela,4.57561996894425
340,340,Nathalie-bohinjska-bela,4.542998806954593
341,341,Cvrcek-crni-kal,4.522670168666456
342,342,Za atija-armesko,4.515880065571637
343,343,Jeba-kamnitnik,4.5126746872612085
344,344,Super luknja-osp-misja-pec,4.499324016411639
345,345,Prva-kozja-jama,4.494704960406756
346,346,Bicycle Rise-kupljenik,4.478266313427711
347,347,Ledeni mozje-crni-kal,4.444364700183237
348,348,Prvi koraki-creta,4.434889816914575
349,349,"Delo, dom, druina-kotecnik",4.4340025398963565
350,350,Zrela hruka-pod-reko-planino,4.413034253262337
351,351,Piki-vipava,4.397962402235767
352,352,Dehumida-creta,4.389806941822446
353,353,Fukisch-kupljenik,4.384236672668808
354,354,Martinova Gos-preddvor,4.37410478983368
355,355,Varianta Sivega Stebra-kotecnik,4.3441726223008414
356,356,Obeliks-kotecnik,4.338100058361688
357,357,Centralna smer-vipava,4.314879119764749
358,358,Ovulacija-kotecnik,4.313438301093698
359,359,Strast-crni-kal,4.308813349769198
360,360,Slavčeva-lutne-skale,4.308707548793814
361,361,Thinske koze-snovik,4.2987391668718296
362,362,Teddy bear-crni-kal,4.29514483156577
363,363,Hrabroslav plaseviti-retovje,4.266407455342783
364,364,Ježek-bohinj,4.26401432711221
365,365,Varianta Ciklamna-lutne-skale,4.26401432711221
366,366,Dernere surprise-osp-misja-pec,4.26401432711221
367,367,Tatko-kozja-jama,4.26401432711221
368,368,Pepot-lutne-skale,4.26401432711221
369,369,Punčka-vipava,4.26401432711221
370,370,Kažin kažin-kotecnik,4.26401432711221
371,371,Trio Fantasticus-osp,4.26401432711221
372,372,varianta JZ-crni-kal,4.26401432711221
373,373,Rača poje mi-sumberk,4.26401432711221
374,374,Cvetličarna-kamnik,4.26401432711221
375,375,Učna ura-lutne-skale,4.26401432711221
376,376,Martinckov jarek-risnik,4.26401432711221
377,377,Bistrica žubori-sumberk,4.26401432711221
378,378,Plesalec-senica,4.249228301151918
379,379,Bali-boc,4.243144113789552
380,380,Alga-kotecnik,4.2424334720197905
381,381,Jumbo-osp-misja-pec,4.240385366290873
382,382,Thorn birds-crni-kal,4.235035401357975
383,383,Luknjica-bohinj,4.232806837908784
384,384,I.R. Babon-crni-kal,4.202230483012506
385,385,Stafetna logika-osp-misja-pec,4.197799210875768
386,386,Mea Culpa-crni-kal,4.19716520039781
387,387,Jive-kupljenik,4.18118531613184
388,388,Spela-bohinj,4.151830819007225
389,389,Leteèi Dolenc-crni-kal,4.147524433993531
390,390,Ples II-kotecnik,4.142019327136842
391,391,Mikijeva-creta,4.141690610553514
392,392,Polarni sij-crni-kal,4.127301435440904
393,393,Barbapapa-kotecnik,4.125224976681873
394,394,Pika-pod-reko-planino,4.116234655700489
395,395,Peskovnik-osp-misja-pec,4.114942430844562
396,396,Zverina-bitnje,4.114826327225945
397,397,Pečovnikova-buncove-skale,4.111477137733578
398,398,Pornič-creta,4.090457209162897
399,399,Pečenica-osp-misja-pec,4.0878215537036535
400,400,Sidro-creta,4.078368330188812
401,401,ičk-vipavska-bela,4.078359849880043
402,402,klabuc-colnice,4.0601698800452795
403,403,Cahn-burjakove-peci,4.051979328010042
404,404,Bula-crni-kal,4.044049123402553
405,405,Kamin-pri-ciginju,4.039647310902241
406,406,Generali-bitnje,4.033460886344948
407,407,Tazio-osp-misja-pec,4.03328033906833
408,408,Cez lusko-dovzanova-soteska,4.031718167189093
409,409,Tumaezl-kotecnik,4.022806971526341
410,410,SNOOPY-kotecnik,4.01472084640394
411,411,Amazonka-osp-misja-pec,4.007865058354072
412,412,Ambrozija-snovik,3.990178156808973
413,413,Desne sirove luknje-crni-kal,3.9799182572074634
414,414,Sandijeva-creta,3.9745504342715976
415,415,Intermezzo-bohinjska-bela,3.974296303966792
416,416,Leva bunkica-osp-misja-pec,3.9702707329570632
417,417,Za pizzo-kupljenik,3.966146388343142
418,418,Janov steber-kamnik,3.9604529174908185
419,419,Ledeno vino-osp-misja-pec,3.944350819736205
420,420,Pekel-vipavska-bela,3.944213252578793
421,421,Zlomljena krila-lijak,3.9409982422102203
422,422,Beldeur-trenta,3.940275625218273
423,423,Ptičko-creta,3.936864206872179
424,424,Sandijev raz-crni-kal,3.9238906785733914
425,425,Ajejej-dolge-njive,3.9154708005033423
426,426,Marjonova po?-bohinjska-bela,3.914507089273346
427,427,Iz oči v oči-male-bele-stene,3.9042408973305562
428,428,Poč I-kotecnik,3.901081775482193
429,429,Orjaki lenivec-vranja-pec,3.8978331765618353
430,430,Jonathan Livingstone-osp-misja-pec,3.8958021799511835
431,431,Love Story-osp-misja-pec,3.8916899454112577
432,432,Pornič L1-creta,3.883063447824901
433,433,Smotana-armesko,3.877607265492545
434,434,Prpojlis zelenojlis-cerjan,3.875383135826218
435,435,Mansarda-senica,3.8725688690900983
436,436,Gorenjski šnops - 1 del-osp-misja-pec,3.871986877130118
437,437,JeGr-creta,3.8701660976293297
438,438,bjuks-cerjan,3.867230693287326
439,439,Črna burja-osp-misja-pec,3.861693010422123
440,440,Siva poč-kotecnik,3.861147106109904
441,441,Cel ur!-ter,3.8408630116640863
442,442,Sedma božja zapoved-preddvor,3.8283046488079884
443,443,Vojaški udar-jereka,3.8175634235345894
444,444,Kitajka-kotecnik,3.803761075241855
445,445,micna gospodicna-crni-kal,3.802376709693328
446,446,Ženski četrtfinale 88-osp-misja-pec,3.7946231727544286
447,447,Ementalec-kotecnik,3.7698760424974482
448,448,Antiche sere-trenta,3.769237540854906
449,449,Dexters lab-crni-kal,3.769051940226203
450,450,Čenča-retovje,3.7573606604327736
451,451,Demolition party-osp-misja-pec,3.7504754036292285
452,452,Mibranko-osp-misja-pec,3.724226435725883
453,453,Horoskop-bohinjska-bela,3.71409858632424
454,454,Steber-preddvor,3.701061401412816
455,455,krince-renke,3.6943686630995636
456,456,Strup za gamse-bohinjska-bela,3.6936436095467986
457,457,Flak-vipava,3.6860344860371574
458,458,Salamurca-kotecnik,3.685277170633218
459,459,Nočna bitka-kotecnik,3.6826296604786264
460,460,Skrivnost uspeha-dolge-njive,3.6802565540264536
461,461,Bobcat-bitnje,3.674815374468489
462,462,Janša-vipavska-bela,3.6707870638841302
463,463,Gorenjski nops-osp-misja-pec,3.664364793569013
464,464,Poper in sol-kupljenik,3.6499097293336016
465,465,HCOOH-kamnitnik,3.6451944275042574
466,466,Ta bela-preddvor,3.6449748681743417
467,467,Zidarska poč-crni-kal,3.639529784616186
468,468,Kviki-seginov-potok,3.6342909930523337
469,469,180+-bohinj,3.630597809860319
470,470,Poka-pri-ciginju,3.627915481603531
471,471,Po kostanj-ter,3.621620809960116
472,472,Toe do vrha-bohinjska-bela,3.6125080018680165
473,473,Naritko Mitko-osp-misja-pec,3.6124083600051335
474,474,Kamin-trenta,3.6072451220739272
475,475,tirka-mlinarjeva-pec,3.6072451220739272
476,476,Matjaev Raz-kamnik,3.6072451220739272
477,477,NSK-crni-kal,3.5699729740074715
478,478,Ostržek-vransko,3.5683871236115996
479,479,Sreča vrtnice-osp-misja-pec,3.563657549895634
480,480,Jebiga-osp-misja-pec,3.5588167842270897
481,481,Vipavski bolniki-vipavska-bela,3.546832240097343
482,482,Piranha-crni-kal,3.546682818872476
483,483,Mury-burjakove-peci,3.544568467545983
484,484,Besni Murek-retovje,3.539208548174353
485,485,Popaj-kotecnik,3.5363445439612033
486,486,Rjavi steber-kotecnik,3.534005400118103
487,487,Pajska-kotecnik,3.531631285770042
488,488,I love this game-pod-skalo,3.522864780096517
489,489,Supergirl-ter,3.5060783205972585
490,490,Goska-vipava,3.481978113391193
491,491,Po-kotecnik,3.4815826556628466
492,492,Vihar-kotecnik,3.478384432866853
493,493,Fruta kombi buba-kotecnik,3.475655566043749
494,494,Za Laro in gospoda-bohinjska-bela,3.470271160868188
495,495,Rumba-kupljenik,3.4684589653707727
496,496,Misja luknja-osp-misja-pec,3.4519911141507595
497,497,Limona-kotecnik,3.4465362973547986
498,498,Leteci Dolenc-crni-kal,3.44597225999618
499,499,Kres test-crni-kal,3.4435037664923263
500,500,Barbapapa-nad-savo,3.4428330031099166
501,501,Jaka racman-kotecnik,3.4418017821405718
502,502,Setida Bagaba-osp-misja-pec,3.4388707762773425
503,503,Medo-osp-misja-pec,3.4311248551431217
504,504,Ana Lisa-bohinjska-bela,3.426068716102294
505,505,Dezela Salc-osp-misja-pec,3.4188294098105483
506,506,Atos-krvavec,3.410890873038669
507,507,Hrenovka-osp-misja-pec,3.409489765890649
508,508,Raz zivljenja-kamnik,3.4006877097094637
509,509,ok terapija-osp-misja-pec,3.3999247810516677
510,510,Bela gurtna-crni-kal,3.395994636156373
511,511,Oliva-crni-kal,3.393982721442198
512,512,Traka-senica,3.3916340876723297
513,513,Sapramika-bitnje,3.3626242942899385
514,514,Be-bop-sivnica,3.3625293417159896
515,515,Mufta-osp-misja-pec,3.3505803888494334
516,516,Mirandina-senica,3.3430405277047317
517,517,Bradavičarka-osp-misja-pec,3.3402397548578966
518,518,Alfa-vipava,3.3349239944222
519,519,Usrana rit-kozja-jama,3.332774449395843
520,520,Solo-armesko,3.3244581972132328
521,521,Sunshine reaggee-vipava,3.317658185098662
522,522,najbolji sosed-crni-kal,3.3163184229872744
523,523,Alpska diva-creta,3.30808676068114
524,524,Moment-crni-kal,3.3079777976899294
525,525,Čez polico-creta,3.301673079013081
526,526,Johnny Bravo-crni-kal,3.2813015320540235
527,527,Sasko-kamnitnik,3.270762664364986
528,528,Curijeva-pod-skalo,3.257325118098784
529,529,Ana-Marie-kamnitnik,3.2511263446568517
530,530,Mavrica-kotecnik,3.2509318398630462
531,531,Modri dirkač-crni-kal,3.2506614844616455
532,532,Binetova-preddvor,3.2453322905745097
533,533,Pretty baby-osp-misja-pec,3.2415106454330815
534,534,Trubadur-kupljenik,3.2403096226325703
535,535,Rudolfo-osp-misja-pec,3.2401735716140614
536,536,Vesela Spela-nadiza,3.2362335445841146
537,537,Kamnolom-creta,3.223241428996055
538,538,Klic v sili-pod-reko-planino,3.2175688370970663
539,539,Čevapčič-osp-misja-pec,3.205791848483641
540,540,Varianta citron?ka-vipava,3.1980107453341566
541,541,Garderoba-turnc,3.1980107453341566
542,542,Racka-vipava,3.1980107453341566
543,543,Johhny Bravo-crni-kal,3.1980107453341566
544,544,Grifon-retovje,3.1931239664864415
545,545,Brbončica-osp-misja-pec,3.1881869256101347
546,546,Baba-pod-reko-planino,3.187512964592913
547,547,Abba-strug,3.1750992742784194
548,548,Po jajcih-turnc,3.167488901186971
549,549,Kratka sladka-crni-kal,3.1493661175287118
550,550,Rjavi steber - direktna varianta-kotecnik,3.1336285901071967
551,551,Lepota ni naključje-kotecnik,3.1325617904381655
552,552,To ni bla Metka-vipava,3.0939079001533094
553,553,Wannabe-crni-kal,3.0896294598086813
554,554,Djihad var.-kotecnik,3.08691193901314
555,555,Svisc-kotecnik,3.080472928319532
556,556,Podgan-slomnik,3.069528201453806
557,557,Blagoslovljena-bohinj,3.067508208355839
558,558,Soft rock-crni-kal,3.066008200895282
